,mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
3581,high,51,Elicit Provide Elicit- or Ask Tell Ask-Using Motivational Interviewing to address vaccine hesitancy,https://www.youtube.com/watch?v=Ans4LjGHBos,taking medicine / following medical procedure,14,therapist,00:01:14,"Okay, so you've got some people in your life who are vulnerable to possible illness, and making this decision to get the flu shot will help protect them.",9,False,,True,complex,False,,reflection,
3582,high,51,Elicit Provide Elicit- or Ask Tell Ask-Using Motivational Interviewing to address vaccine hesitancy,https://www.youtube.com/watch?v=Ans4LjGHBos,taking medicine / following medical procedure,15,client,00:01:22,Yeah.,9,,,,,,,,neutral
3612,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,0,therapist,00:00:11,"Oh, hello Scott.",5,False,,False,,False,,other,
3613,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,1,client,00:00:13,Hi.,5,,,,,,,,neutral
3614,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,2,therapist,00:00:13,"Um, we were talking a little bit earlier, and you said you wanted to talk about exercising.",5,False,,True,complex,False,,reflection,
3615,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,3,client,00:00:19,I do.,5,,,,,,,,change
3616,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,4,therapist,00:00:20,What's going on with that?,5,False,,False,,True,open,question,
3617,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,5,client,00:00:21,"Well, I just can't seem to get back in the gym. I don't wanna-- I-I used to work out quite a bit, and in the last, I dunno, couple of years I've just-- I stopped going. I got busy, and now I'm out of the habit, and I-I really, I dunno, I feel like I need to get back.",5,,,,,,,,change
3618,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,6,therapist,00:00:37,"Well, I mean, I think you just need to maybe sit down and write down a list of reasons why you need to get back to the gym, and then on the other side of the list, put down, you know, um, ideas about what's going to help you get there.",5,True,advice,False,,False,,therapist_input,
3619,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,7,client,00:00:52,Okay. Um. All right. Um—,5,,,,,,,,neutral
3620,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,8,therapist,00:00:56,What gym do you belong to?,5,False,,False,,True,closed,question,
3621,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,9,client,00:00:58,"Uh, I belong to the-the Sport Fitness Center.",5,,,,,,,,neutral
3622,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,10,therapist,00:01:01,Okay. And-and how far away is it from your house?,5,False,,False,,True,closed,question,
3623,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,11,client,00:01:05,Just a couple of miles.,5,,,,,,,,neutral
3624,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,12,therapist,00:01:06,"Just a couple of miles. Mm. So you-- you know, you could, like, ride your bike or walk there, and it would be [unintelligible 00:01:12] too.",5,True,options,True,simple,False,,therapist_input,
3625,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,13,client,00:01:14,"If I walked that far, I probably wouldn't even need to go to the gym, right?",5,,,,,,,,neutral
3626,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,14,therapist,00:01:17,"Well, I don't know about that. Um. That-- you know, it's really important that you get your, um, not just your cardiovascular-- that's a good idea for the cardiovascular, but also, you know, your, um, weightlifting, the [inaudible 00:01:32] [crosstalk]",5,True,advice,False,,False,,therapist_input,
3627,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,15,client,00:01:32,[inaudible 00:01:33] training.,5,,,,,,,,neutral
3628,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,16,therapist,00:01:34,"Yeah, yeah.",5,False,,False,,False,,other,
3629,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,17,client,00:01:35,It-it-it would be important.,5,,,,,,,,change
3630,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,18,therapist,00:01:36,"Yeah. So why-why do you want to-- what do you wanna do with that? You want to look different, or--?",5,False,,False,,True,open,question,
3631,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,19,client,00:01:43,"Well, I-I-I-I would feel better. My-- I'd-I'd be able to wear more my clothes. I've been growing around the middle and I'd like to, uh, you know, go back to where I was, you know, get into a 34, 36 waist, you know.",5,,,,,,,,change
3632,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,20,therapist,00:01:56,Okay.,5,False,,False,,False,,other,
3633,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,21,client,00:01:58,I-I'm more comfortable-- I feel better. I think that's the main thing.,5,,,,,,,,change
3634,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,22,therapist,00:02:01,"Okay. Yeah, because your-your health really, to me, it's more important than your-your looks. I mean, don't get me wrong, I understand what you're saying, but, you know, it'd be great to get back in those jeans, but—",5,True,information,True,simple,False,,therapist_input,
3635,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,23,client,00:02:14,"Yeah, yeah. It-it-it-- I-I am- I'm not getting any younger than I [unintelligible 00:02:18]",5,,,,,,,,change
3636,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,24,therapist,00:02:21,"Mm-hmm. Well, I think you know what to do. You've done it before.",5,True,negotiation,True,complex,False,,reflection,
3637,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,25,client,00:02:26,Yeah.,5,,,,,,,,change
3638,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,26,therapist,00:02:26,Yeah. Just a matter-- You just gotta do it.,5,True,advice,False,,False,,therapist_input,
3639,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,27,client,00:02:28,I've gotta make time.,5,,,,,,,,change
3640,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,28,therapist,00:02:29,Yeah.,5,False,,False,,False,,other,
3641,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,29,client,00:02:30,I've gotta make time.,5,,,,,,,,change
3642,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,30,therapist,00:02:30,"Yeah. And so that might mean, you know, like giving up an hour's sleep, getting up an hour earlier in the day, and going there and getting it done then. That's what I do.",5,True,negotiation,False,,False,,therapist_input,
3643,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,31,client,00:02:41,Yeah. Okay.,5,,,,,,,,neutral
3644,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,32,therapist,00:02:43,Yeah.,5,False,,False,,False,,other,
3645,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,33,client,00:02:43,All right.,5,,,,,,,,neutral
3646,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,34,therapist,00:02:44,"So when I see you next time, you know, that's what I'd like you to do is to, uh, experiment with getting up an hour earlier and, um-- You know, 'cause, uh, getting healthier is more important than sleep, you know. I mean, I know sleep is important, but-- And then bring that list back that we talked about.",5,True,advice,False,,False,,therapist_input,
3647,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,35,client,00:03:02,Okay.,5,,,,,,,,neutral
3648,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,36,therapist,00:03:02,Okay?,5,False,,False,,False,,other,
3649,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,37,client,00:03:03,Okay.,5,,,,,,,,neutral
3650,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,38,therapist,00:03:03,"All right, so I'll see you next week.",5,False,,False,,False,,other,
3651,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,39,client,00:03:05,Okay. Very good. Thanks.,5,,,,,,,,neutral
3652,high,54,MI: Not So Good - Not so Bad - Part 1,https://www.youtube.com/watch?v=FBFtGKRjQGE,more exercise / increasing activity,40,therapist,00:03:05,All right. All right. Bye.,5,False,,False,,False,,other,
3653,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",0,True,information,False,,False,,therapist_input,
3654,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",1,False,,False,,True,closed,question,
3655,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",2,False,,False,,True,closed,question,
3656,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",3,False,,False,,True,open,question,
3657,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",4,False,,False,,True,closed,question,
3658,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",5,False,,False,,True,closed,question,
3659,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",6,False,,False,,True,open,question,
3660,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",7,False,,False,,True,closed,question,
3661,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",8,False,,False,,True,closed,question,
3662,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,0,therapist,00:00:12,"Miguel, before we end the call, I did want to go over the answers you gave me on the questionnaire about drug use. Is it okay if we go over that right now?",9,False,,False,,True,closed,question,
3663,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",0,,,,,,,,neutral
3664,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",1,,,,,,,,neutral
3665,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",2,,,,,,,,neutral
3666,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",3,,,,,,,,neutral
3667,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",4,,,,,,,,neutral
3668,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",5,,,,,,,,neutral
3669,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",6,,,,,,,,neutral
3670,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",7,,,,,,,,neutral
3671,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",8,,,,,,,,neutral
3672,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,1,client,00:00:21,"Uh, yeah. Yeah, that's fine.",9,,,,,,,,neutral
3673,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",0,True,information,False,,True,open,therapist_input,
3674,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",1,False,,False,,True,open,question,
3675,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",2,False,,False,,True,closed,question,
3676,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",3,False,,False,,True,open,question,
3677,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",4,False,,True,simple,True,open,question,
3678,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",5,False,,True,simple,True,closed,question,
3679,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",6,True,information,False,,True,open,question,
3680,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",7,False,,False,,True,closed,question,
3681,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",8,False,,False,,True,closed,question,
3682,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,2,therapist,00:00:23,"Thanks. When I looked at your form, it looks like you use heroin weekly and you injected. What part of your body do you normally inject in?",9,False,,True,simple,True,closed,question,
3683,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",0,,,,,,,,neutral
3684,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",1,,,,,,,,neutral
3685,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",2,,,,,,,,neutral
3686,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",3,,,,,,,,neutral
3687,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",4,,,,,,,,neutral
3688,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",5,,,,,,,,neutral
3689,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",6,,,,,,,,neutral
3690,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",7,,,,,,,,neutral
3691,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",8,,,,,,,,neutral
3692,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,3,client,00:00:35,"Uh, mostly in my left arm.",9,,,,,,,,neutral
3693,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",0,False,,False,,True,closed,question,
3694,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",1,False,,False,,True,closed,question,
3695,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",2,False,,False,,True,closed,question,
3696,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",3,False,,False,,True,open,question,
3697,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",4,False,,False,,True,closed,question,
3698,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",5,False,,False,,True,closed,question,
3699,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",6,False,,False,,True,closed,question,
3700,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",7,False,,False,,True,closed,question,
3701,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",8,False,,False,,True,closed,question,
3702,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,4,therapist,00:00:38,"Do you mind if I take a look at your arm, please?",9,False,,False,,True,closed,question,
3703,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",0,,,,,,,,neutral
3704,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",1,,,,,,,,neutral
3705,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",2,,,,,,,,neutral
3706,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",3,,,,,,,,neutral
3707,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",4,,,,,,,,neutral
3708,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",5,,,,,,,,neutral
3709,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",6,,,,,,,,neutral
3710,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",7,,,,,,,,neutral
3711,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",8,,,,,,,,neutral
3712,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,5,client,00:00:40,"Uh, no. That's okay. How's that?",9,,,,,,,,neutral
3713,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",0,True,information,False,,True,closed,question,
3714,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",1,False,,False,,True,closed,question,
3715,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",2,False,,False,,True,closed,question,
3716,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",3,False,,False,,True,open,question,
3717,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",4,False,,False,,True,closed,question,
3718,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",5,False,,False,,True,closed,question,
3719,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",6,False,,False,,True,closed,question,
3720,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",7,True,information,False,,True,closed,question,
3721,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",8,False,,False,,True,closed,question,
3722,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,6,therapist,00:00:47,"Okay. Well, I don't see any redness. Um, can you go ahead and touch that Miguel, and tell me if it feels warm to you or if it hurts?",9,False,,False,,True,closed,question,
3723,high,55,"NEW VIDEO: Brief intervention: ""Miguel""",https://www.youtube.com/watch?v=7nevSz5-dhc,reducing drug use,7,client,00:00:57,"Uh, nope. It feels okay.",0,,,,,,,,neutral
